name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Manila City, National Capital Region, Philippines",2025-04-12,35.9,27.9,31.0,41.8,30.5,35.5,23.2,63.8,0.1,100.0,4.17,['rain'],0.0,0.0,31.0,23.4,124.9,,48.2,14.1,170.9,14.9,6.0,30.0,05:44:19,18:09:42,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"['RPLB', 'RPLC', 'RPLL', 'E0758']"
