name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Caloocan City, National Capital Region, Philippines",2025-04-12,35.8,27.8,31.2,41.7,30.5,35.5,22.8,61.9,0.0,6.5,0.0,,0.0,0.0,16.9,16.1,127.0,,46.3,14.1,173.1,15.0,6.0,30.0,05:44:16,18:09:43,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['RPLB', 'RPLC', 'RPLL', 'E0758']"
