name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Valenzuela City, National Capital Region, Philippines",2025-04-12,35.8,27.7,31.2,41.7,30.4,35.5,22.9,62.2,0.0,6.5,0.0,,0.0,0.0,16.9,15.8,126.9,,47.2,14.1,173.1,15.0,6.0,30.0,05:44:15,18:09:46,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['RPLB', 'RPLC', 'RPLL', 'E0758']"
