name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Marikina City, National Capital Region, Philippines",2025-04-12,36.0,28.0,31.3,41.8,30.6,35.5,22.7,61.3,0.0,6.5,0.0,,0.0,0.0,16.9,16.6,135.5,,48.4,14.7,186.1,16.1,6.0,30.0,05:43:49,18:09:15,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['RPLL', 'E0758']"
