name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Pasig City, National Capital Region, Philippines",2025-04-12,36.0,26.7,30.3,41.8,26.7,34.3,23.2,66.7,0.5,100.0,16.67,['rain'],0.0,,31.3,22.0,95.8,,50.6,14.7,306.0,26.5,10.0,30.0,05:43:51,18:08:41,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"['F9028', 'RPLL']"
