name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Quezon City, National Capital Region, Philippines",2025-04-12,35.9,27.9,31.3,41.7,30.5,35.5,22.8,61.7,0.0,6.5,0.0,,0.0,0.0,16.9,16.1,126.0,,45.8,14.1,173.1,15.0,6.0,30.0,05:44:01,18:09:30,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['RPLC', 'RPLL', 'E0758']"
