name,datetime,tempmax,tempmin,temp,humidity,precip,windspeed
"Pasig, National Capital Region, Philippines",2025-01-01,29.0,25.555555555555557,27.11111111111111,84.0,0.7874,16.89807
"Pasig, National Capital Region, Philippines",2025-01-02,32.0,25.11111111111111,28.166666666666668,78.0,0.0,11.909116000000001
"Pasig, National Capital Region, Philippines",2025-01-03,30.27777777777778,25.555555555555557,27.61111111111111,81.3,0.8128,11.426314
"Pasig, National Capital Region, Philippines",2025-01-04,31.0,24.555555555555557,27.16666666666667,77.5,2.3367999999999998,15.127796
"Pasig, National Capital Region, Philippines",2025-01-05,30.166666666666668,24.777777777777775,26.555555555555557,67.8,0.0,20.438617999999998
"Pasig, National Capital Region, Philippines",2025-01-06,29.444444444444443,23.77777777777778,26.333333333333336,76.4,0.0,14.644993999999999
"Pasig, National Capital Region, Philippines",2025-01-07,30.0,23.833333333333336,26.333333333333336,78.3,0.0508,14.48406
"Pasig, National Capital Region, Philippines",2025-01-08,29.88888888888889,24.944444444444446,27.11111111111111,74.4,0.0,20.438617999999998
"Pasig, National Capital Region, Philippines",2025-01-09,30.22222222222222,24.944444444444446,27.16666666666667,71.7,0.0,23.33543
"Pasig, National Capital Region, Philippines",2025-01-10,30.11111111111111,24.88888888888889,26.944444444444443,70.6,0.0,18.668343999999998
"Pasig, National Capital Region, Philippines",2025-01-11,29.444444444444443,25.055555555555554,27.16666666666667,72.2,0.17779999999999999,17.219938
"Pasig, National Capital Region, Philippines",2025-01-12,28.833333333333332,24.388888888888893,26.444444444444443,74.7,0.3302,15.127796
"Pasig, National Capital Region, Philippines",2025-01-13,29.666666666666668,24.27777777777778,26.888888888888893,74.1,0.1524,22.369826
"Pasig, National Capital Region, Philippines",2025-01-14,29.666666666666668,24.88888888888889,27.333333333333332,77.4,0.2794,21.72609
"Pasig, National Capital Region, Philippines",2025-01-15,30.61111111111111,24.27777777777778,27.666666666666668,78.9,0.0,12.230984
"Pasig, National Capital Region, Philippines",2025-01-16,32.22222222222222,24.27777777777778,27.83333333333333,73.0,0.0508,20.599552000000003
"Pasig, National Capital Region, Philippines",2025-01-17,31.333333333333332,24.166666666666668,27.5,73.8,0.0,22.047957999999998
"Pasig, National Capital Region, Philippines",2025-01-18,31.444444444444443,24.944444444444446,27.77777777777778,74.8,0.0,23.818232000000002
"Pasig, National Capital Region, Philippines",2025-01-19,30.555555555555557,24.166666666666668,27.5,79.5,0.127,26.55411
"Pasig, National Capital Region, Philippines",2025-01-20,29.555555555555557,25.38888888888889,27.277777777777775,82.0,0.0508,21.887024
"Pasig, National Capital Region, Philippines",2025-01-21,31.333333333333332,24.777777777777775,27.61111111111111,75.3,0.0,23.496364
"Pasig, National Capital Region, Philippines",2025-01-22,30.333333333333332,24.499999999999996,27.5,72.5,0.0,23.496364
"Pasig, National Capital Region, Philippines",2025-01-23,31.0,24.111111111111114,27.333333333333332,72.5,0.0,22.852628
"Pasig, National Capital Region, Philippines",2025-01-24,31.444444444444443,24.66666666666667,28.333333333333332,74.1,0.0,25.266638
"Pasig, National Capital Region, Philippines",2025-01-25,31.444444444444443,24.388888888888893,28.055555555555557,76.1,0.0,17.380872
"Pasig, National Capital Region, Philippines",2025-01-26,30.944444444444443,24.66666666666667,27.555555555555554,75.4,0.0254,16.0934
"Pasig, National Capital Region, Philippines",2025-01-27,30.555555555555557,23.666666666666664,26.722222222222218,69.6,0.0,16.89807
"Pasig, National Capital Region, Philippines",2025-01-28,29.666666666666668,22.5,26.11111111111111,70.8,0.0,14.644993999999999
"Pasig, National Capital Region, Philippines",2025-01-29,29.666666666666668,23.22222222222222,26.666666666666668,69.6,0.0,29.129054000000004
"Pasig, National Capital Region, Philippines",2025-01-30,29.666666666666668,25.11111111111111,27.055555555555557,68.3,0.1524,37.175754000000005
"Pasig, National Capital Region, Philippines",2025-01-31,29.666666666666668,24.0,26.833333333333332,79.9,0.7874,22.369826
"Pasig, National Capital Region, Philippines",2025-02-01,32.22222222222222,25.33333333333333,28.555555555555557,69.5,0.0,16.737136
"Pasig, National Capital Region, Philippines",2025-02-02,33.0,24.111111111111114,28.555555555555557,72.9,0.0,14.805927999999998
"Pasig, National Capital Region, Philippines",2025-02-03,30.88888888888889,25.555555555555557,27.83333333333333,76.6,0.0,17.70274
"Pasig, National Capital Region, Philippines",2025-02-04,29.0,24.777777777777775,26.611111111111114,78.1,1.0413999999999999,14.001257999999998
"Pasig, National Capital Region, Philippines",2025-02-05,31.055555555555557,24.333333333333332,26.77777777777778,70.3,0.0,24.94477
"Pasig, National Capital Region, Philippines",2025-02-06,29.88888888888889,23.88888888888889,26.38888888888889,71.7,0.4826,15.449663999999999
"Pasig, National Capital Region, Philippines",2025-02-07,29.0,24.555555555555557,26.27777777777778,80.8,0.6604,13.035654
"Pasig, National Capital Region, Philippines",2025-02-08,29.72222222222222,24.0,26.22222222222222,79.2,1.1683999999999999,20.438617999999998
"Pasig, National Capital Region, Philippines",2025-02-09,29.166666666666668,23.333333333333332,25.888888888888886,77.7,1.6764,17.380872
"Pasig, National Capital Region, Philippines",2025-02-10,29.444444444444443,24.444444444444443,26.555555555555557,78.9,4.495799999999999,27.680647999999998
"Pasig, National Capital Region, Philippines",2025-02-11,30.555555555555557,24.27777777777778,26.944444444444443,83.7,1.1429999999999998,19.633948
"Pasig, National Capital Region, Philippines",2025-02-12,32.72222222222222,26.0,28.77777777777778,72.4,0.0,20.760486
"Pasig, National Capital Region, Philippines",2025-02-13,31.5,25.055555555555554,28.000000000000004,79.0,22.2504,19.31208
